"id","date","tests","confirmed","recovered","deaths","hosp","vent","icu","population","school_closing","workplace_closing","cancel_events","gatherings_restrictions","transport_closing","stay_home_restrictions","internal_movement_restrictions","international_movement_restrictions","information_campaigns","testing_policy","contact_tracing","stringency_index","iso_alpha_3","iso_alpha_2","iso_numeric","currency","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","latitude","longitude","key_apple_mobility","key_google_mobility"
"AFG",2020-01-22,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-23,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-24,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-25,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-26,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-27,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-28,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-29,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-30,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-01-31,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-01,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-02,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-03,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-04,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-05,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-06,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-07,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-08,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-09,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-10,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-11,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-12,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-13,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-14,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-15,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-16,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-17,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-18,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-19,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-20,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-21,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-22,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,0,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-23,0,0,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,1,0,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-24,0,1,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,1,1,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-25,0,1,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,1,1,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-26,0,1,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,1,1,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-27,0,1,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,1,1,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-28,0,1,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,1,1,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-02-29,0,1,0,0,0,0,0,37172386,0,0,0,0,0,0,0,0,0,1,1,0,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-01,0,1,0,0,0,0,0,37172386,0,0,2,0,0,0,0,0,2,1,1,19.44,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-02,0,1,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-03,0,1,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-04,0,1,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-05,0,1,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-06,0,1,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-07,0,1,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-08,0,4,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-09,0,4,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-10,0,5,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-11,0,7,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-12,0,7,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-13,0,7,0,0,0,0,0,37172386,0,0,2,0,0,0,0,1,2,1,1,22.22,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-14,0,11,0,0,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,33.33,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-15,0,16,0,0,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,33.33,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-16,0,21,1,0,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,33.33,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-17,0,22,1,0,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,33.33,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-18,0,22,1,0,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,36.11,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-19,0,22,1,0,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,36.11,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-20,0,24,1,0,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,36.11,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-21,0,24,1,0,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,36.11,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-22,0,40,1,1,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,36.11,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-23,0,40,1,1,0,0,0,37172386,3,0,2,0,0,0,0,1,2,1,1,36.11,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-24,0,74,1,1,0,0,0,37172386,3,3,2,0,0,0,0,1,2,1,1,45.37,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-25,0,84,2,2,0,0,0,37172386,3,3,2,0,0,2,1,1,2,1,1,53.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-26,0,94,2,4,0,0,0,37172386,3,3,2,0,0,2,1,1,2,1,1,53.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-27,0,110,2,4,0,0,0,37172386,3,3,2,0,0,2,1,1,2,1,1,53.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-28,0,110,2,4,0,0,0,37172386,3,3,2,0,2,2,1,1,2,1,1,62.04,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-29,0,120,2,4,0,0,0,37172386,3,3,2,0,2,2,1,1,2,1,1,62.04,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-30,0,170,2,4,0,0,0,37172386,3,3,2,0,2,2,1,1,2,1,1,62.04,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-03-31,0,174,5,4,0,0,0,37172386,3,3,2,0,2,2,1,1,2,1,1,62.04,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-01,0,237,5,4,0,0,0,37172386,3,3,2,0,2,2,1,1,2,1,1,62.04,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-02,0,273,10,6,0,0,0,37172386,3,3,2,0,2,2,1,1,2,1,1,62.04,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-03,0,281,10,6,0,0,0,37172386,3,3,2,0,2,2,1,1,2,1,1,62.04,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-04,0,299,10,7,0,0,0,37172386,3,3,2,0,2,2,1,1,2,1,1,62.04,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-05,0,349,15,7,0,0,0,37172386,3,3,2,4,2,2,1,1,2,1,1,73.15,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-06,0,367,18,11,0,0,0,37172386,3,3,2,4,2,2,1,1,2,1,1,73.15,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-07,0,423,18,14,0,0,0,37172386,3,3,2,4,2,2,1,1,2,1,1,73.15,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-08,0,444,29,14,0,0,0,37172386,3,3,2,4,2,2,1,1,2,1,1,73.15,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-09,0,484,32,15,0,0,0,37172386,3,3,2,4,2,2,1,1,2,1,1,73.15,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-10,0,521,32,15,0,0,0,37172386,3,3,2,4,2,2,1,1,2,1,1,73.15,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-11,0,555,32,18,0,0,0,37172386,3,3,2,4,2,2,1,1,2,1,1,73.15,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-12,0,607,32,18,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-13,0,665,32,21,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-14,0,714,40,23,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-15,0,784,43,25,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-16,0,840,54,30,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-17,0,906,99,30,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-18,0,933,112,30,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-19,0,996,131,33,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-20,0,1026,135,36,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-21,0,1092,150,36,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-22,0,1176,166,40,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-23,0,1279,179,42,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-24,0,1351,188,43,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-25,0,1463,188,47,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-26,0,1531,207,50,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-27,0,1703,220,57,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-28,0,1828,228,58,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-29,0,1939,252,60,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-04-30,0,2171,260,64,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-01,0,2335,310,68,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-02,0,2469,331,72,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-03,0,2704,345,85,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-04,0,2894,397,90,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-05,0,3224,421,95,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-06,0,3392,458,104,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-07,0,3563,468,106,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-08,0,3778,472,109,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-09,0,4033,502,115,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-10,0,4402,558,120,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-11,0,4687,558,122,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-12,0,4963,610,127,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-13,0,5226,648,132,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-14,0,5639,691,136,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-15,0,6053,745,153,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-16,0,6402,745,168,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-17,0,6664,778,169,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-18,0,7072,801,173,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-19,0,7653,850,178,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-20,0,8145,930,187,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-21,0,8676,938,193,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-22,0,9216,996,205,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-23,0,9998,1040,216,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-24,0,10582,1075,218,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-25,0,11173,1097,219,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AFG",2020-05-26,0,11173,1097,219,0,0,0,37172386,3,3,2,4,2,2,2,1,2,1,1,78.7,"AFG","AF",4,,"1","Afghanistan",,,33,65,,"AF"
"AGO",2020-01-22,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-23,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-24,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-25,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-26,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-27,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-28,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-29,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-30,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-01-31,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-01,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-02,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-03,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-04,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-05,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,0,0,0,0,0,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-06,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-07,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-08,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-09,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-10,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-11,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-12,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-13,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-14,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-15,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-16,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-17,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
"AGO",2020-02-18,0,0,0,0,0,0,0,30809762,0,0,0,0,0,0,0,2,0,0,0,5.56,"AGO","AO",24,,"1","Angola",,,-11.2027,17.8739,,"AO"
